# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  2.86                  0.026558693998266488    1.337                  0.0      0.007217764674835355    1.3119999999999998     0.0      0.002839564885831691     1.337                  0.0     
  2.87                  0.026514528038692472    1.3415000000000001     0.0      0.007218863365919554    1.3165                 0.0      0.0028418858257279033    1.3415000000000001     0.0     
  2.88                  0.026470047623189948    1.346                  0.0      0.007219607739498388    1.321                  0.0      0.0028439860303600918    1.346                  0.0     
  2.89                  0.026425256085138505    1.3505                 0.0      0.007219999376676824    1.3255                 0.0      0.0028458660826094612    1.3505                 0.0     
  2.9                   0.026380156738879657    1.355                  0.0      0.007220039890754969    1.3299999999999998     0.0      0.0028475266067993564    1.355                  0.0     
  2.91                  0.026334752879833754    1.3595000000000002     0.0      0.007219730926687176    1.3345                 0.0      0.0028489682681705976    1.3595000000000002     0.0     
  2.92                  0.02628904778461567     1.364                  0.0      0.007219074160542186    1.339                  0.0      0.0028501917723502534    1.364                  0.0     
  2.93                  0.026243044711149133    1.3685                 0.0      0.0072180712989644395   1.3435                 0.0      0.002851197864814133     1.3685                 0.0     
  2.94                  0.02619674689878005     1.373                  0.0      0.007216724078636672    1.3479999999999999     0.0      0.0028519873303433033    1.373                  0.0     
  2.95                  0.02615015756838845     1.3775000000000002     0.0      0.0072150342657437885   1.3525                 0.0      0.0028525609924748303    1.3775000000000002     0.0     
  2.96                  0.026103279922499327    1.3820000000000001     0.0      0.007213003655438136    1.357                  0.0      0.002852919712947037     1.3820000000000001     0.0     
  2.97                  0.02605611714539232     1.3865                 0.0      0.007210634071306284    1.3615                 0.0      0.0028530643911395693    1.3865                 0.0     
  2.98                  0.026008672403210278    1.391                  0.0      0.007207927364837295    1.3659999999999999     0.0      0.002852995963508468     1.391                  0.0     
  2.99                  0.025960948844066658    1.3955000000000002     0.0      0.007204885414892629    1.3705                 0.0      0.0028527154030165438    1.3955000000000002     0.0     
  3.0                   0.025912949598151835    1.4000000000000001     0.0      0.007201510127177762    1.375                  0.0      0.0028522237185593176    1.4000000000000001     0.0     
  3.0100000000000002    0.02586467777783838     1.4045                 0.0      0.007197803433715507    1.3795                 0.0      0.0028515219543867347    1.4045                 0.0     
  3.02                  0.025816136477785148    1.409                  0.0      0.007193767292321169    1.384                  0.0      0.0028506111895209275    1.409                  0.0     
  3.0300000000000002    0.025767328775040486    1.4135000000000002     0.0      0.007189403686079616    1.3885                 0.0      0.002849492537170305     1.4135000000000002     0.0     
  3.04                  0.025718257729144153    1.4180000000000001     0.0      0.007184714622824189    1.393                  0.0      0.0028481671441400974    1.4180000000000001     0.0     
  3.0500000000000003    0.02566892638222858     1.4225                 0.0      0.00717970213461782     1.3975                 0.0      0.0028466361902398244    1.4225                 0.0     
  3.06                  0.025619337759118677    1.427                  0.0      0.007174368277235954    1.402                  0.0      0.002844900887687593     1.427                  0.0     
  3.0700000000000003    0.025569494867431073    1.4315000000000002     0.0      0.007168715129651876    1.4065                 0.0      0.002842962480511835     1.4315000000000002     0.0     
  3.08                  0.025519400697672123    1.4360000000000002     0.0      0.007162744793524019    1.411                  0.0      0.0028408222439503922    1.4360000000000002     0.0     
  3.09                  0.02546905822333497     1.4405000000000001     0.0      0.0071564593926855815   1.4155                 0.0      0.0028384814838473805    1.4405000000000001     0.0     
  3.1                   0.02541847040099586     1.445                  0.0      0.007149861072636563    1.42                   0.0      0.0028359415360480335    1.445                  0.0     
  3.11                  0.025367640170409194    1.4495                 0.0      0.007142952000037899    1.4244999999999999     0.0      0.0028332037657915984    1.4495                 0.0     
  3.12                  0.025316570454602005    1.4540000000000002     0.0      0.007135734362208302    1.429                  0.0      0.0028302695671027795    1.4540000000000002     0.0     
  3.13                  0.025265264159967285    1.4585000000000001     0.0      0.007128210366623347    1.4335                 0.0      0.0028271403621816745    1.4585000000000001     0.0     
  3.14                  0.025213724176356492    1.463                  0.0      0.0071203822404171365   1.438                  0.0      0.0028238176007925734    1.463                  0.0     
  3.15                  0.025161953377171312    1.4675                 0.0      0.007112252229886631    1.4425                 0.0      0.0028203027596518607    1.4675                 0.0     
  3.16                  0.025109954619454235    1.4720000000000002     0.0      0.007103822599998355    1.447                  0.0      0.0028165973418150347    1.4720000000000002     0.0     
  3.17                  0.025057730743978716    1.4765000000000001     0.0      0.007095095633898061    1.4515                 0.0      0.0028127028760633627    1.4765000000000001     0.0     
  3.18                  0.02500528457533803     1.481                  0.0      0.007086073632422818    1.456                  0.0      0.002808620916290028     1.481                  0.0     
  3.19                  0.024952618922033674    1.4855                 0.0      0.007076758913616049    1.4605                 0.0      0.0028043530408862717    1.4855                 0.0     
  3.2                   0.024899736576562786    1.4900000000000002     0.0      0.007067153812245292    1.465                  0.0      0.0027999008521275483    1.4900000000000002     0.0     
  3.21                  0.024846640315504664    1.4945000000000002     0.0      0.007057260679322722    1.4695                 0.0      0.002795265975559896     1.4945000000000002     0.0     
  3.22                  0.02479333289960679     1.499                  0.0      0.007047081881628755    1.474                  0.0      0.002790450059386892     1.499                  0.0     
  3.23                  0.024739817073869692    1.5035                 0.0      0.007036619801238297    1.4785                 0.0      0.0027854547738570667    1.5035                 0.0     
  3.24                  0.02468609556763138     1.5080000000000002     0.0      0.007025876835050229    1.483                  0.0      0.0027802818106523242    1.5080000000000002     0.0     
  3.25                  0.024632171094650792    1.5125000000000002     0.0      0.007014855394319673    1.4875                 0.0      0.002774932882277244     1.5125000000000002     0.0     
  3.2600000000000002    0.024578046353190528    1.5170000000000001     0.0      0.007003557904193384    1.492                  0.0      0.002769409721449614     1.5170000000000001     0.0     
  3.27                  0.024523724026099064    1.5215                 0.0      0.006991986803248288    1.4965                 0.0      0.00276371408049239      1.5215                 0.0     
  3.2800000000000002    0.0244692067808918      1.5260000000000002     0.0      0.006980144543032899    1.5010000000000001     0.0      0.0027578477307270474    1.5260000000000002     0.0     
  3.29                  0.024414497269831893    1.5305000000000002     0.0      0.006968033587612174    1.5055                 0.0      0.0027518124618688307    1.5305000000000002     0.0     
  3.3000000000000003    0.02435959813000994     1.5350000000000001     0.0      0.006955656413115264    1.51                   0.0      0.0027456100814236993    1.5350000000000001     0.0     
  3.31                  0.024304511983423305    1.5395                 0.0      0.006943015507286651    1.5145                 0.0      0.002739242414087442     1.5395                 0.0     
  3.3200000000000003    0.024249241437054547    1.5440000000000003     0.0      0.006930113369040475    1.5190000000000001     0.0      0.0027327113011469434    1.5440000000000003     0.0     
  3.33                  0.024193789082949172    1.5485000000000002     0.0      0.006916952508018029    1.5235                 0.0      0.00272601859988376      1.5485000000000002     0.0     
  3.34                  0.024138157498292935    1.553                  0.0      0.006903535444148765    1.5279999999999998     0.0      0.0027191661829803404    1.553                  0.0     
  3.35                  0.024082349245488143    1.5575                 0.0      0.006889864707214357    1.5325                 0.0      0.0027121559379287364    1.5575                 0.0     
  3.36                  0.024026366872229584    1.562                  0.0      0.006875942836416328    1.537                  0.0      0.0027049897664422648    1.562                  0.0     
  3.37                  0.023970212911579747    1.5665000000000002     0.0      0.0068617723799469675   1.5415                 0.0      0.0026976695838700666    1.5665000000000002     0.0     
  3.38                  0.023913889882043196    1.571                  0.0      0.006847355894563582    1.5459999999999998     0.0      0.002690197318614719     1.571                  0.0     
  3.39                  0.023857400287640756    1.5755000000000001     0.0      0.0068326959451663755   1.5505                 0.0      0.0026825749115532045    1.5755000000000001     0.0     
  3.4                   0.02380074661798255     1.58                   0.0      0.006817795104379492    1.555                  0.0      0.0026748043154610815    1.58                   0.0     
  3.41                  0.023743931348340918    1.5845000000000002     0.0      0.006802655952135815    1.5595                 0.0      0.002666887494440318     1.5845000000000002     0.0     
  3.42                  0.023686956939722375    1.589                  0.0      0.006787281075265063    1.5639999999999998     0.0      0.0026588264233506358    1.589                  0.0     
  3.43                  0.02362982583893912     1.5935000000000001     0.0      0.006771673067085449    1.5685                 0.0      0.00265062308724465      1.5935000000000001     0.0     
  3.44                  0.023572540478680085    1.598                  0.0      0.006755834526998984    1.573                  0.0      0.0026422794808069303    1.598                  0.0     
  3.45                  0.023515103277581058    1.6025000000000003     0.0      0.0067397680600900884   1.5775000000000001     0.0      0.002633797607796934     1.6025000000000003     0.0     
  3.46                  0.023457516640294683    1.607                  0.0      0.006723476276728096    1.5819999999999999     0.0      0.0026251794804962162    1.607                  0.0     
  3.47                  0.02339978295755947     1.6115000000000002     0.0      0.006706961792173016    1.5865                 0.0      0.002616427119159692     1.6115000000000002     0.0     
  3.48                  0.02334190460626855     1.616                  0.0      0.00669022722618517     1.591                  0.0      0.002607542551471364     1.616                  0.0     
  3.49                  0.023283883949537794    1.6205000000000003     0.0      0.006673275202638299    1.5955000000000001     0.0      0.002598527812004434     1.6205000000000003     0.0     
  3.5                   0.02322572333677325     1.625                  0.0      0.006656108349136291    1.5999999999999999     0.0      0.0025893849416859125    1.625                  0.0     
  3.5100000000000002    0.023167425103738364    1.6295000000000002     0.0      0.00663872929663374     1.6045                 0.0      0.002580115987266004     1.6295000000000002     0.0     
  3.52                  0.02310899157262027     1.6340000000000001     0.0      0.0066211406790598745   1.609                  0.0      0.0025707230007920496    1.6340000000000001     0.0     
  3.5300000000000002    0.023050425052095935    1.6385000000000003     0.0      0.006603345132946469    1.6135000000000002     0.0      0.0025612080390874825    1.6385000000000003     0.0     
  3.54                  0.02299172783739754     1.643                  0.0      0.006585345297059208    1.6179999999999999     0.0      0.002551573163235585     1.643                  0.0     
  3.5500000000000003    0.022932902210377425    1.6475000000000002     0.0      0.0065671438120328465   1.6225                 0.0      0.002541820438068294     1.6475000000000002     0.0     
  3.56                  0.022873950439572653    1.6520000000000001     0.0      0.006548743320010138    1.627                  0.0      0.002531951931660165     1.6520000000000001     0.0     
  3.5700000000000003    0.022814874780268803    1.6565000000000003     0.0      0.006530146464284289    1.6315000000000002     0.0      0.002521969714827384     1.6565000000000003     0.0     
  3.58                  0.02275567747456364     1.661                  0.0      0.006511355888945401    1.636                  0.0      0.0025118758606322115    1.661                  0.0     
  3.59                  0.022696360751429938    1.6655                 0.0      0.0064923742385303886   1.6404999999999998     0.0      0.0025016724438925953    1.6655                 0.0     
  3.6                   0.022636926826778047    1.6700000000000002     0.0      0.006473204157676806    1.645                  0.0      0.002491361540697301     1.6700000000000002     0.0     
  3.61                  0.02257737790351805     1.6745                 0.0      0.006453848290780427    1.6495                 0.0      0.0024809452279265275    1.6745                 0.0     
  3.62                  0.022517716171621148    1.679                  0.0      0.006434309281656402    1.654                  0.0      0.0024704255827779575    1.679                  0.0     
  3.63                  0.022457943808180985    1.6835                 0.0      0.006414589773204449    1.6584999999999999     0.0      0.0024598046822985943    1.6835                 0.0     
  3.64                  0.02239806297747413     1.6880000000000002     0.0      0.006394692407077525    1.663                  0.0      0.0024490846029221014    1.6880000000000002     0.0     
  3.65                  0.02233807583102045     1.6925000000000001     0.0      0.0063746198233544885   1.6675                 0.0      0.0024382674200120065    1.6925000000000001     0.0     
  3.66                  0.022277984507642828    1.697                  0.0      0.006354374660216432    1.672                  0.0      0.002427355207410646     1.697                  0.0     
  3.67                  0.022217791133526444    1.7015                 0.0      0.006333959553626745    1.6764999999999999     0.0      0.0024163500369939173    1.7015                 0.0     
  3.68                  0.022157497822277883    1.7060000000000002     0.0      0.006313377137015135    1.681                  0.0      0.0024052539782320466    1.7060000000000002     0.0     
  3.69                  0.022097106674983363    1.7105000000000001     0.0      0.006292630040965156    1.6855                 0.0      0.002394069097756137     1.7105000000000001     0.0     
  3.7                   0.02203661978026703     1.715                  0.0      0.006271720892905794    1.69                   0.0      0.0023827974589308775    1.715                  0.0     
  3.71                  0.021976039214348476    1.7195                 0.0      0.006250652316806641    1.6945                 0.0      0.0023714411214331623    1.7195                 0.0     
  3.72                  0.0219153670411         1.7240000000000002     0.0      0.0062294269328768935   1.699                  0.0      0.002360002140836832     1.7240000000000002     0.0     
  3.73                  0.02185460531210353     1.7285000000000001     0.0      0.006208047357268245    1.7035                 0.0      0.0023484825682035795    1.7285000000000001     0.0     
  3.74                  0.02179375606670689     1.733                  0.0      0.006186516201781314    1.708                  0.0      0.0023368844496798754    1.733                  0.0     
  3.75                  0.02173282133208005     1.7375                 0.0      0.006164836073576153    1.7125                 0.0      0.00232520982610025      1.7375                 0.0     
  3.7600000000000002    0.021671803123270567    1.7420000000000002     0.0      0.006143009574886227    1.717                  0.0      0.0023134607325966186    1.7420000000000002     0.0     
  3.77                  0.02161070344325899     1.7465000000000002     0.0      0.006121039302736399    1.7215                 0.0      0.00230163919821398      1.7465000000000002     0.0     
  3.7800000000000002    0.02154952428301369     1.7510000000000001     0.0      0.006098927848664571    1.726                  0.0      0.002289747245532326     1.7510000000000001     0.0     
  3.79                  0.021488267621545296    1.7555                 0.0      0.006076677798447044    1.7305                 0.0      0.0022777868902948157    1.7555                 0.0     
  3.8000000000000003    0.021426935425960983    1.7600000000000002     0.0      0.006054291731827813    1.735                  0.0      0.002265760141042367     1.7600000000000002     0.0     
  3.81                  0.021365529651518042    1.7645000000000002     0.0      0.00603177222225136     1.7395                 0.0      0.002253668998754431     1.7645000000000002     0.0     
  3.8200000000000003    0.021304052241677408    1.7690000000000001     0.0      0.0060091218365994495   1.744                  0.0      0.0022415154564962687    1.7690000000000001     0.0     
  3.83                  0.021242505128156657    1.7735                 0.0      0.0059863431349314825   1.7485                 0.0      0.002229301499072481     1.7735                 0.0     
  3.84                  0.02118089023098262     1.778                  0.0      0.005963438670228639    1.753                  0.0      0.0022170291026869524    1.778                  0.0     
  3.85                  0.02111920945854385     1.7825000000000002     0.0      0.005940410988141837    1.7575                 0.0      0.002204700234609224     1.7825000000000002     0.0     
  3.86                  0.02105746470764241     1.787                  0.0      0.005917262626743213    1.7619999999999998     0.0      0.0021923168528471555    1.787                  0.0     
  3.87                  0.020995657863545694    1.7915                 0.0      0.005893996116281539    1.7665                 0.0      0.0021798809058261133    1.7915                 0.0     
  3.88                  0.0209337908000376      1.796                  0.0      0.005870613978941183    1.771                  0.0      0.0021673943320744656    1.796                  0.0     
  3.89                  0.020871865379469487    1.8005000000000002     0.0      0.005847118728604795    1.7755                 0.0      0.002154859059915513     1.8005000000000002     0.0     
  3.9                   0.020809883452810915    1.805                  0.0      0.005823512870619788    1.7799999999999998     0.0      0.0021422770071658735    1.805                  0.0     
  3.91                  0.02074784685969976     1.8095                 0.0      0.005799798901568274    1.7845                 0.0      0.0021296500808401547    1.8095                 0.0     
  3.92                  0.02068575742849238     1.814                  0.0      0.005775979309040934    1.789                  0.0      0.002116980176862177     1.814                  0.0     
  3.93                  0.02062361697631309     1.8185000000000002     0.0      0.005752056571414286    1.7935                 0.0      0.0021042691797824352    1.8185000000000002     0.0     
  3.94                  0.020561427309103607    1.823                  0.0      0.005728033157631787    1.7979999999999998     0.0      0.0020915189625020656    1.823                  0.0     
  3.95                  0.02049919022167206     1.8275000000000001     0.0      0.005703911526988482    1.8025                 0.0      0.0020787313860031313    1.8275000000000001     0.0     
  3.96                  0.020436907497741585    1.832                  0.0      0.005679694128919233    1.807                  0.0      0.002065908299085246     1.832                  0.0     
  3.97                  0.02037458090999892     1.8365000000000002     0.0      0.00565538340279071     1.8115                 0.0      0.002053051538108645     1.8365000000000002     0.0     
  3.98                  0.020312212220142296    1.841                  0.0      0.005630981777696743    1.8159999999999998     0.0      0.002040162926743451     1.841                  0.0     
  3.99                  0.02024980317892938     1.8455000000000001     0.0      0.005606491672257513    1.8205                 0.0      0.0020272442757253927    1.8455000000000001     0.0     
  4.0                   0.02018735552622471     1.85                   0.0      0.005581915494422111    1.825                  0.0      0.002014297382617732     1.85                   0.0     
  4.01                  0.020124870991046876    1.8545                 0.0      0.005557255641274725    1.8295                 0.0      0.0020013240315794917    1.8545                 0.0     
  4.0200000000000005    0.020062351291615554    1.8590000000000002     0.0      0.0055325144988444515   1.834                  0.0      0.0019883259931399917    1.8590000000000002     0.0     
  4.03                  0.01999979813539793     1.8635000000000002     0.0      0.005507694441918427    1.8385                 0.0      0.0019753050239795043    1.8635000000000002     0.0     
  4.04                  0.01993721321915528     1.868                  0.0      0.005482797833858741    1.843                  0.0      0.001962262866716266     1.868                  0.0     
  4.05                  0.019874598228988818    1.8725                 0.0      0.005457827026422583    1.8475                 0.0      0.001949201249699528     1.8725                 0.0     
  4.0600000000000005    0.019811954840385587    1.8770000000000002     0.0      0.005432784359586049    1.852                  0.0      0.0019361218868088532    1.8770000000000002     0.0     
  4.07                  0.019749284718264013    1.8815000000000002     0.0      0.005407672161371381    1.8565                 0.0      0.0019230264772595277    1.8815000000000002     0.0     
  4.08                  0.019686589517018977    1.8860000000000001     0.0      0.0053824927476775674   1.861                  0.0      0.001909916705414002     1.8860000000000001     0.0     
  4.09                  0.019623870880566996    1.8905                 0.0      0.005357248422114534    1.8655                 0.0      0.001896794240599496     1.8905                 0.0     
  4.1                   0.019561130442390707    1.895                  0.0      0.005331941475840571    1.8699999999999999     0.0      0.0018836607369315244    1.895                  0.0     
  4.11                  0.01949836982558343     1.8995000000000002     0.0      0.005306574187403299    1.8745                 0.0      0.0018705178331434877    1.8995000000000002     0.0     
  4.12                  0.019435590642893363    1.9040000000000001     0.0      0.005281148822584012    1.879                  0.0      0.0018573671524222196    1.9040000000000001     0.0     
  4.13                  0.019372794496767376    1.9085                 0.0      0.005255667634245254    1.8835                 0.0      0.0018442103022493863    1.9085                 0.0     
  4.14                  0.01930998297939483     1.913                  0.0      0.005230132862181956    1.888                  0.0      0.0018310488742488687    1.913                  0.0     
  4.15                  0.01924715767275081     1.9175000000000002     0.0      0.005204546732975666    1.8925                 0.0      0.0018178844440398727    1.9175000000000002     0.0     
  4.16                  0.019184320148639467    1.9220000000000002     0.0      0.00517891145985233     1.897                  0.0      0.0018047185710959527    1.9220000000000002     0.0     
  4.17                  0.019121471968736772    1.9265                 0.0      0.005153229242543156    1.9015                 0.0      0.001791552798609693     1.9265                 0.0     
  4.18                  0.019058614684633247    1.931                  0.0      0.005127502267148888    1.906                  0.0      0.001778388653363164     1.931                  0.0     
  4.19                  0.018995749837876462    1.9355000000000002     0.0      0.0051017327060073475   1.9105                 0.0      0.0017652276456040638    1.9355000000000002     0.0     
  4.2                   0.01893287896001304     1.9400000000000002     0.0      0.00507592271756405     1.915                  0.0      0.0017520712689273938    1.9400000000000002     0.0     
  4.21                  0.01887000357263081     1.9445000000000001     0.0      0.005050074446246288    1.9195                 0.0      0.001738921000162844     1.9445000000000001     0.0     
  4.22                  0.01880712518740036     1.949                  0.0      0.005024190022340164    1.924                  0.0      0.0017257782992675847    1.949                  0.0     
  4.23                  0.018744245306116545    1.9535000000000002     0.0      0.004998271561870969    1.9285                 0.0      0.0017126446092246232    1.9535000000000002     0.0     
  4.24                  0.01868136542073986     1.9580000000000002     0.0      0.004972321166486711    1.933                  0.0      0.001699521355946588     1.9580000000000002     0.0     
  4.25                  0.018618487013437265    1.9625000000000001     0.0      0.004946340923344638    1.9375                 0.0      0.0016864099481848375    1.9625000000000001     0.0     
  4.26                  0.018555611556623164    1.967                  0.0      0.004920332905001107    1.942                  0.0      0.0016733117774439996    1.967                  0.0     
  4.2700000000000005    0.018492740512999817    1.9715000000000003     0.0      0.00489429916930431     1.9465000000000001     0.0      0.0016602282179016842    1.9715000000000003     0.0     
  4.28                  0.018429875335597846    1.9760000000000002     0.0      0.004868241759290301    1.951                  0.0      0.0016471606263335366    1.9760000000000002     0.0     
  4.29                  0.01836701746781624     1.9805000000000001     0.0      0.00484216270308189     1.9555                 0.0      0.0016341103420433687    1.9805000000000001     0.0     
  4.3                   0.018304168343462292    1.985                  0.0      0.004816064013790691    1.96                   0.0      0.0016210786867984768    1.985                  0.0     
  4.3100000000000005    0.018241329386791422    1.9895000000000003     0.0      0.0047899476894222      1.9645000000000001     0.0      0.0016080669647700325    1.9895000000000003     0.0     
  4.32                  0.01817850201254648     1.9940000000000002     0.0      0.004763815712783705    1.969                  0.0      0.0015950764624784097    1.9940000000000002     0.0     
  4.33                  0.018115687625997204    1.9985000000000002     0.0      0.004737670051395408    1.9735                 0.0      0.0015821084487435881    1.9985000000000002     0.0     
  4.34                  0.01805288762297914     2.003                  0.0      0.004711512657404263    1.978                  0.0      0.001569164174640339     2.003                  0.0     
  4.3500000000000005    0.017990103389932583    2.0075000000000003     0.0      0.004685345467500893    1.9825000000000002     0.0      0.0015562448734583326    2.0075000000000003     0.0     
  4.36                  0.017927336303941284    2.012                  0.0      0.004659170402839393    1.987                  0.0      0.0015433517606670256    2.012                  0.0     
  4.37                  0.017864587732770776    2.0165                 0.0      0.0046329893689599205   1.9915                 0.0      0.0015304860338852186    2.0165                 0.0     
  4.38                  0.017801859034906792    2.021                  0.0      0.004606804255714306    1.996                  0.0      0.0015176488728553756    2.021                  0.0     
  4.39                  0.0177391515595932      2.0254999999999996     0.0      0.004580616937194332    2.0004999999999997     0.0      0.0015048414394224555    2.0254999999999996     0.0     
  4.4                   0.01767646664686989     2.0300000000000002     0.0      0.004554429271662942    2.0050000000000003     0.0      0.0014920648775173647    2.0300000000000002     0.0     
  4.41                  0.01761380562761056     2.0345                 0.0      0.0045282431014882565   2.0095                 0.0      0.0014793203131448927    2.0345                 0.0     
  4.42                  0.01755116982356        2.039                  0.0      0.004502060253080222    2.0140000000000002     0.0      0.001466608854376025     2.039                  0.0     
  4.43                  0.017488560547371586    2.0435                 0.0      0.004475882536830213    2.0185                 0.0      0.0014539315913447092    2.0435                 0.0     
  4.44                  0.01742597910264419     2.048                  0.0      0.004449711747053136    2.023                  0.0      0.001441289596248839     2.048                  0.0     
  4.45                  0.017363426783959267    2.0524999999999998     0.0      0.004423549661932446    2.0275                 0.0      0.001428683923355574     2.0524999999999998     0.0     
  4.46                  0.017300904876917437    2.057                  0.0      0.004397398043467671    2.032                  0.0      0.0014161156090107645    2.057                  0.0     
  4.47                  0.0172384146581751      2.0614999999999997     0.0      0.004371258637424689    2.0364999999999998     0.0      0.0014035856716525506    2.0614999999999997     0.0     
  4.48                  0.017175957395480838    2.0660000000000003     0.0      0.004345133173288659    2.0410000000000004     0.0      0.00139109511182903      2.0660000000000003     0.0     
  4.49                  0.017113534347711484    2.0705                 0.0      0.0043190233642194115   2.0455                 0.0      0.001378644912219851     2.0705                 0.0     
  4.5                   0.017051146764908275    2.0749999999999997     0.0      0.004292930907009652    2.05                   0.0      0.00136623603766185      2.0749999999999997     0.0     
  4.51                  0.016988795888312536    2.0795                 0.0      0.004266857482045491    2.0545                 0.0      0.0013538694351784546    2.0795                 0.0     
  4.5200000000000005    0.016926482950401413    2.084                  0.0      0.0042408047532696775   2.059                  0.0      0.0013415460340129646    2.084                  0.0     
  4.53                  0.01686420917492338     2.0885                 0.0      0.004214774368147316    2.0635                 0.0      0.001329266745665576     2.0885                 0.0     
  4.54                  0.016801975776933455    2.093                  0.0      0.004188767957633972    2.068                  0.0      0.0013170324639340297    2.093                  0.0     
  4.55                  0.016739783962828457    2.0974999999999997     0.0      0.004162787136146421    2.0725                 0.0      0.0013048440649579688    2.0974999999999997     0.0     
  4.5600000000000005    0.016677634930381848    2.1020000000000003     0.0      0.004136833501535637    2.0770000000000004     0.0      0.0012927024072667565    2.1020000000000003     0.0     
  4.57                  0.016615529868778678    2.1065                 0.0      0.004110908635062405    2.0815                 0.0      0.0012806083318308743    2.1065                 0.0     
  4.58                  0.0165534699586501      2.1109999999999998     0.0      0.004085014101375145    2.086                  0.0      0.0012685626621166742    2.1109999999999998     0.0     
  4.59                  0.016491456372107888    2.1155                 0.0      0.004059151448490224    2.0905                 0.0      0.001256566204144541     2.1155                 0.0     
  4.6000000000000005    0.01642949027277884     2.12                   0.0      0.004033322207774615    2.095                  0.0      0.001244619746550363     2.12                   0.0     
  4.61                  0.01636757281583875     2.1245                 0.0      0.00400752789393076     2.0995                 0.0      0.0012327240606501738    2.1245                 0.0     
  4.62                  0.0163057051480466      2.129                  0.0      0.003981770004983909    2.104                  0.0      0.00122087990050807      2.129                  0.0     
  4.63                  0.016243888407778236    2.1334999999999997     0.0      0.003956050022271565    2.1085                 0.0      0.001209088003007134     2.1334999999999997     0.0     
  4.64                  0.016182123725060116    2.138                  0.0      0.003930369410435274    2.113                  0.0      0.001197349087923476     2.138                  0.0     
  4.65                  0.016120412221602883    2.1425                 0.0      0.0039047296174146684   2.1175                 0.0      0.0011856638580032498    2.1425                 0.0     
  4.66                  0.016058755010834612    2.147                  0.0      0.0038791320744435693   2.122                  0.0      0.0011740329990425353    2.147                  0.0     
  4.67                  0.015997153197934176    2.1515                 0.0      0.0038535781960484703   2.1265                 0.0      0.0011624571799701635    2.1515                 0.0     
  4.68                  0.015935607879864193    2.1559999999999997     0.0      0.0038280693800489675   2.131                  0.0      0.0011509370529332514    2.1559999999999997     0.0     
  4.69                  0.015874120145403976    2.1605                 0.0      0.0038026070075604596   2.1355                 0.0      0.00113947325338552      2.1605                 0.0     
  4.7                   0.015812691075182385    2.165                  0.0      0.003777192442998937    2.14                   0.0      0.001128066400178284     2.165                  0.0     
  4.71                  0.015751321741710317    2.1694999999999998     0.0      0.003751827034087747    2.1445                 0.0      0.0011167170956539914    2.1694999999999998     0.0     
  4.72                  0.01569001320941332     2.174                  0.0      0.0037265121118665837   2.149                  0.0      0.0011054259257423915    2.174                  0.0     
  4.73                  0.015628766534663788    2.1785                 0.0      0.0037012489907023187   2.1535                 0.0      0.0010941934600590922    2.1785                 0.0     
  4.74                  0.015567582765813305    2.183                  0.0      0.003676038968302032    2.158                  0.0      0.001083020252006626     2.183                  0.0     
  4.75                  0.015506462943224554    2.1875                 0.0      0.0036508833257278537   2.1625                 0.0      0.0010719068388777985    2.1875                 0.0     
  4.76                  0.015445408099303294    2.1919999999999997     0.0      0.0036257833274138756   2.167                  0.0      0.00106085374196138      2.1919999999999997     0.0     
  4.7700000000000005    0.015384419258530183    2.1965                 0.0      0.0036007402211850003   2.1715                 0.0      0.001049861466650039     2.1965                 0.0     
  4.78                  0.01532349743749226     2.201                  0.0      0.00357575523827758     2.176                  0.0      0.0010389305025503923    2.201                  0.0     
  4.79                  0.015262643644914626    2.2055                 0.0      0.003550829593362128    2.1805                 0.0      0.0010280613235952578    2.2055                 0.0     
  4.8                   0.015201858881691652    2.21                   0.0      0.0035259644845677058   2.185                  0.0      0.0010172543881578765    2.21                   0.0     
  4.8100000000000005    0.015141144140918252    2.2145                 0.0      0.003501161093508273    2.1895000000000002     0.0      0.0010065101391681865    2.2145                 0.0     
  4.82                  0.015080500407921051    2.219                  0.0      0.0034764205853108445   2.194                  0.0      9.958290042310267E-4     2.219                  0.0     
  4.83                  0.015019928660289204    2.2235                 0.0      0.0034517441086453302   2.1985                 0.0      9.852113957461777E-4     2.2235                 0.0     
  4.84                  0.01495942986790538     2.2279999999999998     0.0      0.0034271327957563096   2.203                  0.0      9.746577110302865E-4     2.2279999999999998     0.0     
  4.8500000000000005    0.014899004992976299    2.2325                 0.0      0.0034025877624963663   2.2075                 0.0      9.64168332440477E-4      2.2325                 0.0     
  4.86                  0.014838654990063474    2.237                  0.0      0.0033781101083613188   2.212                  0.0      9.537436274997395E-4     2.237                  0.0     
  4.87                  0.014778380806113501    2.2415                 0.0      0.003353700916526987    2.2165                 0.0      9.433839490238959E-4     2.2415                 0.0     
  4.88                  0.01471818338048844     2.246                  0.0      0.003329361253887731    2.221                  0.0      9.330896352501985E-4     2.246                  0.0     
  4.89                  0.014658063644996075    2.2504999999999997     0.0      0.0033050921710966468   2.2255                 0.0      9.228610099674589E-4     2.2504999999999997     0.0     
  4.9                   0.014598022523919823    2.255                  0.0      0.003280894702607263    2.23                   0.0      9.126983826476103E-4     2.255                  0.0     
  4.91                  0.014538060934048856    2.2595                 0.0      0.0032567698667170138   2.2345                 0.0      9.026020485787536E-4     2.2595                 0.0     
