# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  5.66                  0.010324619673974904    2.597                  0.0      0.0017072320985127888   2.572                  0.0      3.3893018321895654E-4    2.597                  0.0     
  5.67                  0.010272857164959522    2.6014999999999997     0.0      0.0016904740608974322   2.5765                 0.0      3.3387500481400783E-4    2.6014999999999997     0.0     
  5.68                  0.01022122447037415     2.606                  0.0      0.0016738239322798317   2.581                  0.0      3.2887778603055004E-4    2.606                  0.0     
  5.69                  0.010169722006035177    2.6105                 0.0      0.0016572816989130726   2.5855                 0.0      3.239381643379324E-4     2.6105                 0.0     
  5.7                   0.010118350182312533    2.6149999999999998     0.0      0.0016408473375186536   2.59                   0.0      3.1905577422371856E-4    2.6149999999999998     0.0     
  5.71                  0.010067109404152497    2.6195                 0.0      0.001624520815389887    2.5945                 0.0      3.1423024730933147E-4    2.6195                 0.0     
  5.72                  0.010016000071100121    2.6239999999999997     0.0      0.0016083020904952344   2.5989999999999998     0.0      3.0946121246446553E-4    2.6239999999999997     0.0     
  5.73                  0.009965022577321828    2.6285000000000003     0.0      0.0015921911115817306   2.6035000000000004     0.0      3.0474829592030543E-4    2.6285000000000003     0.0     
  5.74                  0.00991417731162788     2.633                  0.0      0.0015761878182784116   2.608                  0.0      3.0009112138152234E-4    2.633                  0.0     
  5.75                  0.00986346465749467     2.6374999999999997     0.0      0.0015602921411996822   2.6125                 0.0      2.9548931013702513E-4    2.6374999999999997     0.0     
  5.76                  0.009812884993087136    2.642                  0.0      0.0015445040020487509   2.617                  0.0      2.909424811694978E-4     2.642                  0.0     
  5.7700000000000005    0.009762438691280916    2.6465                 0.0      0.0015288233137209426   2.6215                 0.0      2.864502512636669E-4     2.6465                 0.0     
  5.78                  0.009712126119684632    2.651                  0.0      0.0015132499804070547   2.626                  0.0      2.820122351133431E-4     2.651                  0.0     
  5.79                  0.009661947640661927    2.6555                 0.0      0.0014977838976965759   2.6305                 0.0      2.7762804542718207E-4    2.6555                 0.0     
  5.8                   0.009611903611353547    2.6599999999999997     0.0      0.0014824249526808873   2.635                  0.0      2.7329729303319605E-4    2.6599999999999997     0.0     
  5.8100000000000005    0.009561994383699408    2.6645000000000003     0.0      0.001467173024056384    2.6395000000000004     0.0      2.690195869819977E-4     2.6645000000000003     0.0     
  5.82                  0.009512220304460401    2.669                  0.0      0.0014520279822274414   2.644                  0.0      2.6479453464875224E-4    2.669                  0.0     
  5.83                  0.009462581715240389    2.6734999999999998     0.0      0.001436989689409363    2.6485                 0.0      2.606217418338772E-4     2.6734999999999998     0.0     
  5.84                  0.009413078952507929    2.678                  0.0      0.001422057999731121    2.653                  0.0      2.5650081286243296E-4    2.678                  0.0     
  5.8500000000000005    0.009363712347618035    2.6825                 0.0      0.001407232759338026    2.6575                 0.0      2.5243135068224356E-4    2.6825                 0.0     
  5.86                  0.009314482226833926    2.687                  0.0      0.0013925138064942444   2.662                  0.0      2.484129569607264E-4     2.687                  0.0     
  5.87                  0.009265388911348555    2.6915                 0.0      0.001377900971685119    2.6665                 0.0      2.444452321804151E-4     2.6915                 0.0     
  5.88                  0.009216432717306279    2.6959999999999997     0.0      0.0013633940777193925   2.671                  0.0      2.4052777573320782E-4    2.6959999999999997     0.0     
  5.89                  0.009167613955824265    2.7005                 0.0      0.0013489929398311795   2.6755                 0.0      2.3666018601329572E-4    2.7005                 0.0     
  5.9                   0.009118932933013985    2.705                  0.0      0.0013346973657818026   2.68                   0.0      2.3284206050880758E-4    2.705                  0.0     
  5.91                  0.009070389950002639    2.7095                 0.0      0.0013205071559614227   2.6845                 0.0      2.290729958921514E-4     2.7095                 0.0     
  5.92                  0.009021985302954397    2.714                  0.0      0.0013064221034904142   2.689                  0.0      2.253525881090417E-4     2.714                  0.0     
  5.93                  0.008973719283091767    2.7184999999999997     0.0      0.0012924419943205897   2.6935                 0.0      2.2168043246624384E-4    2.7184999999999997     0.0     
  5.94                  0.008925592176716707    2.723                  0.0      0.0012785666073361136   2.698                  0.0      2.1805612371799364E-4    2.723                  0.0     
  5.95                  0.008877604265231875    2.7275                 0.0      0.001264795714454251    2.7025                 0.0      2.144792561511355E-4     2.7275                 0.0     
  5.96                  0.008829755825161658    2.7319999999999998     0.0      0.001251129080725792    2.707                  0.0      2.109494236689385E-4     2.7319999999999998     0.0     
  5.97                  0.008782047128173216    2.7365                 0.0      0.0012375664644352598   2.7115                 0.0      2.0746621987362344E-4    2.7365                 0.0     
  5.98                  0.008734478441097546    2.741                  0.0      0.001224107617200845    2.716                  0.0      2.040292381475892E-4     2.741                  0.0     
  5.99                  0.008687050025950278    2.7455                 0.0      0.0012107522840740068   2.7205                 0.0      2.006380717333265E-4     2.7455                 0.0     
  6.0                   0.008639762139952689    2.75                   0.0      0.0011975002036388588   2.725                  0.0      1.972923138120544E-4     2.75                   0.0     
  6.01                  0.008592615035552389    2.7544999999999997     0.0      0.0011843511081111714   2.7295                 0.0      1.9399155758104082E-4    2.7544999999999997     0.0     
  6.0200000000000005    0.008545608960444175    2.759                  0.0      0.0011713047234371277   2.734                  0.0      1.9073539632964644E-4    2.759                  0.0     
  6.03                  0.008498744157590698    2.7635                 0.0      0.0011583607693917172   2.7385                 0.0      1.8752342351406864E-4    2.7635                 0.0     
  6.04                  0.008452020865243132    2.768                  0.0      0.0011455189596768186   2.743                  0.0      1.8435523283080166E-4    2.768                  0.0     
  6.05                  0.008405439316961732    2.7725                 0.0      0.001132779002018928    2.7475                 0.0      1.812304182888108E-4     2.7725                 0.0     
  6.0600000000000005    0.008358999741636435    2.777                  0.0      0.0011201405982665573   2.7520000000000002     0.0      1.7814857428042957E-4    2.777                  0.0     
  6.07                  0.008312702363507316    2.7815                 0.0      0.00110760344448726     2.7565                 0.0      1.751092956509765E-4     2.7815                 0.0     
  6.08                  0.008266547402185031    2.786                  0.0      0.0010951672310642935   2.761                  0.0      1.7211217776710167E-4    2.786                  0.0     
  6.09                  0.008220535072671214    2.7904999999999998     0.0      0.001082831642792916    2.7655                 0.0      1.691568165838651E-4     2.7904999999999998     0.0     
  6.1000000000000005    0.008174665585378764    2.795                  0.0      0.0010705963589762823   2.77                   0.0      1.662428087105495E-4     2.795                  0.0     
  6.11                  0.008128939146152212    2.7995                 0.0      0.0010584610535209792   2.7745                 0.0      1.6336975147522126E-4    2.7995                 0.0     
  6.12                  0.00808335595628785     2.804                  0.0      0.001046425395032122    2.779                  0.0      1.605372429880282E-4     2.804                  0.0     
  6.13                  0.008037916212553979    2.8085                 0.0      0.00103448904690808     2.7835                 0.0      1.5774488220325996E-4    2.8085                 0.0     
  6.140000000000001     0.007992620107210998    2.813                  0.0      0.0010226516674347688   2.7880000000000003     0.0      1.5499226898015982E-4    2.813                  0.0     
  6.15                  0.007947467828031499    2.8175                 0.0      0.0010109129098795214   2.7925                 0.0      1.522790041425032E-4     2.8175                 0.0     
  6.16                  0.007902459558320281    2.822                  0.0      9.99272422584538E-4     2.797                  0.0      1.4960468953694646E-4    2.822                  0.0     
  6.17                  0.007857595476934303    2.8265                 0.0      9.877298490598844E-4    2.8015                 0.0      1.4696892809015047E-4    2.8265                 0.0     
  6.18                  0.007812875758302648    2.831                  0.0      9.762848280760654E-4    2.806                  0.0      1.4437132386469116E-4    2.831                  0.0     
  6.19                  0.0077683005724463764   2.8355                 0.0      9.649369937561307E-4    2.8105                 0.0      1.418114821137566E-4     2.8355                 0.0     
  6.2                   0.007723870084998337    2.84                   0.0      9.536859756673288E-4    2.815                  0.0      1.3928900933464353E-4    2.84                   0.0     
  6.21                  0.007679584457222971    2.8445                 0.0      9.425313989122985E-4    2.8195                 0.0      1.3680351332105766E-4    2.8445                 0.0     
  6.22                  0.007635443846035997    2.8489999999999998     0.0      9.314728842197783E-4    2.824                  0.0      1.3435460321422526E-4    2.8489999999999998     0.0     
  6.23                  0.007591448404024131    2.8535                 0.0      9.205100480348549E-4    2.8285                 0.0      1.319418895528271E-4     2.8535                 0.0     
  6.24                  0.007547598279464695    2.858                  0.0      9.096425026087108E-4    2.833                  0.0      1.2956498432175676E-4    2.858                  0.0     
  6.25                  0.0075038936163452      2.8625                 0.0      8.988698560878894E-4    2.8375                 0.0      1.2722350099971647E-4    2.8625                 0.0     
  6.26                  0.0074603345543828815   2.867                  0.0      8.881917126030625E-4    2.842                  0.0      1.2491705460565645E-4    2.867                  0.0     
  6.2700000000000005    0.007416921229044161    2.8715                 0.0      8.776076723572853E-4    2.8465000000000003     0.0      1.2264526174406458E-4    2.8715                 0.0     
  6.28                  0.007373653771564151    2.876                  0.0      8.671173317137688E-4    2.851                  0.0      1.2040774064912208E-4    2.876                  0.0     
  6.29                  0.007330532308965957    2.8805                 0.0      8.567202832830984E-4    2.8555                 0.0      1.1820411122772071E-4    2.8805                 0.0     
  6.3                   0.007287556964080094    2.885                  0.0      8.464161160099686E-4    2.86                   0.0      1.1603399510136606E-4    2.885                  0.0     
  6.3100000000000005    0.0072447278555637495   2.8895                 0.0      8.362044152593718E-4    2.8645                 0.0      1.1389701564696344E-4    2.8895                 0.0     
  6.32                  0.007202045097920053    2.894                  0.0      8.260847629022617E-4    2.869                  0.0      1.11792798036502E-4      2.894                  0.0     
  6.33                  0.007159508801517272    2.8985                 0.0      8.160567374006823E-4    2.8735                 0.0      1.0972096927564484E-4    2.8985                 0.0     
  6.34                  0.007117119072607964    2.903                  0.0      8.061199138923478E-4    2.878                  0.0      1.0768115824123305E-4    2.903                  0.0     
  6.3500000000000005    0.0070748760133481185   2.9075                 0.0      7.962738642746902E-4    2.8825000000000003     0.0      1.0567299571771741E-4    2.9075                 0.0     
  6.36                  0.007032779721816212    2.912                  0.0      7.86518157288344E-4     2.887                  0.0      1.036961144325219E-4     2.912                  0.0     
  6.37                  0.006990830292032227    2.9165                 0.0      7.768523586000784E-4    2.8915                 0.0      1.0175014909035308E-4    2.9165                 0.0     
  6.38                  0.00694902781397665     2.921                  0.0      7.672760308851722E-4    2.896                  0.0      9.9834736406464E-5       2.921                  0.0     
  6.390000000000001     0.006907372373609379    2.9255                 0.0      7.577887339092147E-4    2.9005                 0.0      9.794951513888067E-5     2.9255                 0.0     
  6.4                   0.006865864052888671    2.93                   0.0      7.483900246093583E-4    2.9050000000000002     0.0      9.609412611960764E-5     2.93                   0.0     
  6.41                  0.0068245029297899175   2.9345                 0.0      7.390794571749666E-4    2.9095                 0.0      9.426821228481191E-5     2.9345                 0.0     
  6.42                  0.006783289078324513    2.939                  0.0      7.298565831277154E-4    2.914                  0.0      9.247141870400828E-5     2.939                  0.0     
  6.43                  0.006742222568558586    2.9435                 0.0      7.207209514010942E-4    2.9185                 0.0      9.070339260824689E-5     2.9435                 0.0     
  6.44                  0.006701303466631702    2.948                  0.0      7.116721084193233E-4    2.923                  0.0      8.89637834173168E-5      2.948                  0.0     
  6.45                  0.006660531834775603    2.9525                 0.0      7.027095981756978E-4    2.9275                 0.0      8.725224276598029E-5     2.9525                 0.0     
  6.46                  0.006619907731332755    2.957                  0.0      6.938329623103122E-4    2.932                  0.0      8.556842452923848E-5     2.957                  0.0     
  6.47                  0.006579431210775006    2.9614999999999996     0.0      6.85041740187215E-4     2.9364999999999997     0.0      8.39119848466514E-5      2.9614999999999996     0.0     
  6.48                  0.006539102323722099    2.966                  0.0      6.763354689709489E-4    2.9410000000000003     0.0      8.228258214571341E-5     2.966                  0.0     
  6.49                  0.006498921116960197    2.9705                 0.0      6.67713683702492E-4     2.9455                 0.0      8.067987716430024E-5     2.9705                 0.0     
  6.5                   0.006458887633460337    2.975                  0.0      6.591759173745938E-4    2.95                   0.0      7.910353297219686E-5     2.975                  0.0     
  6.51                  0.006419001912396843    2.9795                 0.0      6.50721701006499E-4     2.9545                 0.0      7.755321499171666E-5     2.9795                 0.0     
  6.5200000000000005    0.006379263989165738    2.984                  0.0      6.423505637180668E-4    2.959                  0.0      7.602859101742571E-5     2.984                  0.0     
  6.53                  0.00633967389540306     2.9885                 0.0      6.340620328032676E-4    2.9635000000000002     0.0      7.452933123497944E-5     2.9885                 0.0     
  6.54                  0.006300231659003171    2.993                  0.0      6.258556338030669E-4    2.968                  0.0      7.30551082390857E-5      2.993                  0.0     
  6.55                  0.006260937304137013    2.9974999999999996     0.0      6.177308905776875E-4    2.9724999999999997     0.0      7.160559705060454E-5     2.9974999999999996     0.0     
  6.5600000000000005    0.0062217908512703195   3.0020000000000002     0.0      6.09687325378246E-4     2.9770000000000003     0.0      7.018047513279501E-5     3.0020000000000002     0.0     
  6.57                  0.006182792317181828    3.0065                 0.0      6.017244589177791E-4    2.9815                 0.0      6.8779422406724E-5       3.0065                 0.0     
  6.58                  0.006143941714981362    3.011                  0.0      5.938418104416176E-4    2.986                  0.0      6.740212126584105E-5     3.011                  0.0     
  6.59                  0.006105239054127981    3.0155                 0.0      5.860388977971563E-4    2.9905                 0.0      6.604825658973977E-5     3.0155                 0.0     
  6.6000000000000005    0.006066684340448014    3.02                   0.0      5.783152375029779E-4    2.995                  0.0      6.471751575710957E-5     3.02                   0.0     
  6.61                  0.006028277576153087    3.0245                 0.0      5.706703448173478E-4    2.9995000000000003     0.0      6.340958865789312E-5     3.0245                 0.0     
  6.62                  0.005990018759858107    3.029                  0.0      5.631037338060753E-4    3.004                  0.0      6.212416770465977E-5     3.029                  0.0     
  6.63                  0.005951907886599179    3.0334999999999996     0.0      5.556149174097323E-4    3.0084999999999997     0.0      6.086094784320585E-5     3.0334999999999996     0.0     
  6.640000000000001     0.00591394494785155     3.0380000000000003     0.0      5.482034075102446E-4    3.0130000000000003     0.0      5.9619626562395134E-5    3.0380000000000003     0.0     
  6.65                  0.0058761299315474415   3.0425                 0.0      5.408687149968313E-4    3.0175                 0.0      5.839990390324831E-5     3.0425                 0.0     
  6.66                  0.0058384628220938895   3.047                  0.0      5.336103498313104E-4    3.0220000000000002     0.0      5.72014824672946E-5      3.047                  0.0     
  6.67                  0.005800943600390533    3.0515                 0.0      5.2642782111276E-4      3.0265                 0.0      5.6024067424196825E-5    3.0515                 0.0     
  6.68                  0.005763572243847342    3.0559999999999996     0.0      5.193206371415314E-4    3.0309999999999997     0.0      5.486736651865995E-5     3.0559999999999996     0.0     
  6.69                  0.005726348726402368    3.0605                 0.0      5.122883054826261E-4    3.0355000000000003     0.0      5.373109007663728E-5     3.0605                 0.0     
  6.7                   0.005689273018539384    3.065                  0.0      5.053303330284193E-4    3.04                   0.0      5.2614951010842296E-5    3.065                  0.0     
  6.71                  0.005652345087305544    3.0694999999999997     0.0      4.984462260607382E-4    3.0444999999999998     0.0      5.1518664825579954E-5    3.0694999999999997     0.0     
  6.72                  0.005615564896328973    3.074                  0.0      4.916354903122946E-4    3.049                  0.0      5.044194962090801E-5     3.074                  0.0     
  6.73                  0.005578932405836316    3.0785                 0.0      4.848976310274636E-4    3.0535                 0.0      4.93845260961389E-5      3.0785                 0.0     
  6.74                  0.00554244757267031     3.083                  0.0      4.782321530224259E-4    3.0580000000000003     0.0      4.8346117552696365E-5    3.083                  0.0     
  6.75                  0.005506110350307211    3.0875                 0.0      4.716385607446396E-4    3.0625                 0.0      4.732644989633264E-5     3.0875                 0.0     
  6.76                  0.005469920688874296    3.0919999999999996     0.0      4.651163583316833E-4    3.0669999999999997     0.0      4.6325251638724324E-5    3.0919999999999996     0.0     
  6.7700000000000005    0.005433878535167256    3.0965000000000003     0.0      4.586650496694351E-4    3.0715000000000003     0.0      4.534225389845228E-5     3.0965000000000003     0.0     
  6.78                  0.005397983832667587    3.101                  0.0      4.522841384496049E-4    3.076                  0.0      4.4377190401379984E-5    3.101                  0.0     
  6.79                  0.005362236521559932    3.1054999999999997     0.0      4.459731282266173E-4    3.0805                 0.0      4.342979748044067E-5     3.1054999999999997     0.0     
  6.8                   0.005326636538749374    3.11                   0.0      4.3973152247383797E-4   3.085                  0.0      4.249981407484354E-5     3.11                   0.0     
  6.8100000000000005    0.00529118381787874     3.1145                 0.0      4.3355882463915743E-4   3.0895                 0.0      4.1586981728712075E-5    3.1145                 0.0     
  6.82                  0.005255878289345816    3.119                  0.0      4.2745453819991597E-4   3.0940000000000003     0.0      4.069104458916304E-5     3.119                  0.0     
  6.83                  0.005220719880320555    3.1235                 0.0      4.2141816671718174E-4   3.0985                 0.0      3.981174940383886E-5     3.1235                 0.0     
  6.84                  0.005185708514762253    3.1279999999999997     0.0      4.154492138893779E-4    3.1029999999999998     0.0      3.894884551790384E-5     3.1279999999999997     0.0     
  6.8500000000000005    0.005150844113436653    3.1325000000000003     0.0      4.095471836052544E-4    3.1075000000000004     0.0      3.8102084870514136E-5    3.1325000000000003     0.0     
  6.86                  0.0051161265939331      3.137                  0.0      4.037115799962239E-4    3.112                  0.0      3.7271221990775096E-5    3.137                  0.0     
  6.87                  0.005081555870681536    3.1414999999999997     0.0      3.9794190748802734E-4   3.1165                 0.0      3.645601399319182E-5     3.1414999999999997     0.0     
  6.88                  0.00504713185496958     3.146                  0.0      3.9223767085177065E-4   3.121                  0.0      3.565622057262944E-5     3.146                  0.0     
  6.890000000000001     0.0050128544549595      3.1505                 0.0      3.865983752543009E-4    3.1255                 0.0      3.487160399878893E-5     3.1505                 0.0     
  6.9                   0.004978723575705181    3.1550000000000002     0.0      3.810235263079403E-4    3.1300000000000003     0.0      3.410192911021181E-5     3.1550000000000002     0.0     
  6.91                  0.0049447391191690514   3.1595                 0.0      3.755126301195723E-4    3.1345                 0.0      3.334696330782317E-5     3.1595                 0.0     
  6.92                  0.004910900984238966    3.1639999999999997     0.0      3.7006519333908003E-4   3.139                  0.0      3.26064765480232E-5      3.1639999999999997     0.0     
  6.93                  0.004877209066745083    3.1685                 0.0      3.646807232071459E-4    3.1435                 0.0      3.188024133533906E-5     3.1685                 0.0     
  6.94                  0.00484366325947668     3.173                  0.0      3.5935872760240096E-4   3.148                  0.0      3.116803271464528E-5     3.173                  0.0     
  6.95                  0.0048102634521989505   3.1774999999999998     0.0      3.540987150879352E-4    3.1525                 0.0      3.04696282629645E-5      3.1774999999999998     0.0     
  6.96                  0.004777009531669763    3.182                  0.0      3.4890019495716713E-4   3.157                  0.0      2.9784808080858153E-5    3.182                  0.0     
  6.97                  0.0047439013816563775   3.1864999999999997     0.0      3.4376267727906834E-4   3.1614999999999998     0.0      2.9113354783416682E-5    3.1864999999999997     0.0     
  6.98                  0.004710938882952161    3.1910000000000003     0.0      3.386856729427581E-4    3.1660000000000004     0.0      2.8455053490860688E-5    3.1910000000000003     0.0     
  6.99                  0.004678121913393232    3.1955                 0.0      3.336686937014526E-4    3.1705                 0.0      2.780969181876111E-5     3.1955                 0.0     
  7.0                   0.004645450347875098    3.1999999999999997     0.0      3.2871125221578204E-4   3.175                  0.0      2.717705986788955E-5     3.1999999999999997     0.0     
  7.01                  0.004612924058369253    3.2045                 0.0      3.238128620964738E-4    3.1795                 0.0      2.655695021370807E-5     3.2045                 0.0     
  7.0200000000000005    0.004580542913939719    3.209                  0.0      3.1897303794639864E-4   3.184                  0.0      2.5949157895507753E-5    3.209                  0.0     
  7.03                  0.004548306780759632    3.2135                 0.0      3.141912954019967E-4    3.1885                 0.0      2.535348040520717E-5     3.2135                 0.0     
  7.04                  0.004516215522127677    3.218                  0.0      3.09467151174058E-4     3.193                  0.0      2.4769717675817144E-5    3.218                  0.0     
  7.05                  0.0044842689984846045   3.2224999999999997     0.0      3.048001230878918E-4    3.1975                 0.0      2.419767206958509E-5     3.2224999999999997     0.0     
  7.0600000000000005    0.004452467067429653    3.2270000000000003     0.0      3.0018973012286003E-4   3.2020000000000004     0.0      2.3637148365825072E-5    3.2270000000000003     0.0     
  7.07                  0.004420809583736948    3.2315                 0.0      2.956354924512914E-4    3.2065                 0.0      2.3087953748444527E-5    3.2315                 0.0     
  7.08                  0.004389296399371891    3.2359999999999998     0.0      2.911369314767737E-4    3.211                  0.0      2.254989779317619E-5     3.2359999999999998     0.0     
  7.09                  0.0043579273635074795   3.2405                 0.0      2.8669356987182375E-4   3.2155                 0.0      2.2022792454524195E-5    3.2405                 0.0     
  7.1000000000000005    0.0043267023225406495   3.245                  0.0      2.8230493161494614E-4   3.22                   0.0      2.150645205243404E-5     3.245                  0.0     
  7.11                  0.004295621120108538    3.2495                 0.0      2.7797054202707106E-4   3.2245                 0.0      2.100069325869414E-5     3.2495                 0.0     
  7.12                  0.004264683597104734    3.254                  0.0      2.7368992780738184E-4   3.229                  0.0      2.050533508307858E-5     3.254                  0.0     
  7.13                  0.00423388959169551     3.2584999999999997     0.0      2.694626170685325E-4    3.2335                 0.0      2.0020198859239546E-5    3.2584999999999997     0.0     
  7.140000000000001     0.004203238939335987    3.2630000000000003     0.0      2.652881393712536E-4    3.2380000000000004     0.0      1.9545108230357534E-5    3.2630000000000003     0.0     
  7.15                  0.00417273147278634     3.2675                 0.0      2.6116602575836106E-4   3.2425                 0.0      1.907988913455922E-5     3.2675                 0.0     
  7.16                  0.004142367022127868    3.272                  0.0      2.570958087881485E-4    3.247                  0.0      1.8624369790108816E-5    3.272                  0.0     
  7.17                  0.004112145414779138    3.2765                 0.0      2.530770225671921E-4    3.2515                 0.0      1.817838068038434E-5     3.2765                 0.0     
  7.18                  0.004082066475512044    3.2809999999999997     0.0      2.491092027825496E-4    3.256                  0.0      1.7741754538644393E-5    3.2809999999999997     0.0     
  7.19                  0.004052130026467823    3.2855                 0.0      2.451918867333638E-4    3.2605                 0.0      1.7314326332594648E-5    3.2855                 0.0     
  7.2                   0.004022335887173106    3.29                   0.0      2.4132461336188096E-4   3.265                  0.0      1.689593324876267E-5     3.29                   0.0     
  7.21                  0.003992683874555853    3.2944999999999998     0.0      2.3750692328386688E-4   3.2695                 0.0      1.648641467668685E-5     3.2944999999999998     0.0     
  7.22                  0.003963173802961339    3.299                  0.0      2.3373835881844814E-4   3.274                  0.0      1.6085612192929945E-5    3.299                  0.0     
  7.23                  0.003933805484168058    3.3035                 0.0      2.3001846401736082E-4   3.2785                 0.0      1.5693369544922695E-5    3.3035                 0.0     
  7.24                  0.0039045787274036184   3.308                  0.0      2.2634678469362143E-4   3.283                  0.0      1.5309532634646213E-5    3.308                  0.0     
  7.25                  0.00387549333936061     3.3125                 0.0      2.2272286844961857E-4   3.2875                 0.0      1.4933949502160383E-5    3.3125                 0.0     
  7.26                  0.0038465491242124232   3.3169999999999997     0.0      2.1914626470462763E-4   3.292                  0.0      1.4566470308985366E-5    3.3169999999999997     0.0     
  7.2700000000000005    0.0038177458836290775   3.3215                 0.0      2.1561652472175684E-4   3.2965                 0.0      1.4206947321344229E-5    3.3215                 0.0     
  7.28                  0.00378908341679298     3.326                  0.0      2.1213320163431998E-4   3.301                  0.0      1.3855234893272829E-5    3.326                  0.0     
  7.29                  0.0037605615204146813   3.3305                 0.0      2.0869585047164497E-4   3.3055                 0.0      1.3511189449604858E-5    3.3305                 0.0     
  7.3                   0.0037321799887485977   3.335                  0.0      2.053040281843193E-4    3.31                   0.0      1.3174669468838674E-5    3.335                  0.0     
  7.3100000000000005    0.003703938613608679    3.3395                 0.0      2.019572936688733E-4    3.3145000000000002     0.0      1.2845535465892534E-5    3.3395                 0.0     
  7.32                  0.0036758371843841225   3.344                  0.0      1.9865520779191345E-4   3.319                  0.0      1.252364997475601E-5     3.344                  0.0     
  7.33                  0.003647875488054944    3.3485                 0.0      1.953973334136916E-4    3.3235                 0.0      1.2208877531042342E-5    3.3485                 0.0     
  7.34                  0.003620053309207634    3.3529999999999998     0.0      1.9218323541113548E-4   3.328                  0.0      1.1901084654450542E-5    3.3529999999999998     0.0     
  7.3500000000000005    0.003592370430050717    3.3575                 0.0      1.8901248070032537E-4   3.3325                 0.0      1.1600139831141873E-5    3.3575                 0.0     
  7.36                  0.0035648266304303023   3.362                  0.0      1.8588463825843003E-4   3.337                  0.0      1.1305913496038019E-5    3.362                  0.0     
  7.37                  0.003537421687845615    3.3665                 0.0      1.8279927914510355E-4   3.3415                 0.0      1.1018278015046867E-5    3.3665                 0.0     
  7.38                  0.003510155377464478    3.371                  0.0      1.7975597652334336E-4   3.346                  0.0      1.0737107667221932E-5    3.371                  0.0     
  7.390000000000001     0.0034830274721387995   3.3755                 0.0      1.7675430567981975E-4   3.3505000000000003     0.0      1.0462278626861936E-5    3.3755                 0.0     
  7.4                   0.0034560377424200034   3.38                   0.0      1.7379384404467245E-4   3.355                  0.0      1.0193668945555792E-5    3.38                   0.0     
  7.41                  0.0034291859565744437   3.3845                 0.0      1.7087417121078335E-4   3.3595                 0.0      9.931158534179283E-6     3.3845                 0.0     
  7.42                  0.0034024718805987985   3.389                  0.0      1.6799486895252753E-4   3.364                  0.0      9.674629144849114E-6     3.389                  0.0     
  7.43                  0.0033758952782354137   3.3935                 0.0      1.6515552124400396E-4   3.3685                 0.0      9.42396435283961E-6      3.3935                 0.0     
  7.44                  0.0033494559109876585   3.398                  0.0      1.623557142767556E-4    3.373                  0.0      9.179049538468237E-6     3.398                  0.0     
  7.45                  0.0033231535381352175   3.4025                 0.0      1.5959503647697466E-4   3.3775                 0.0      8.939771868954596E-6     3.4025                 0.0     
  7.46                  0.003296987916749376    3.407                  0.0      1.5687307852220274E-4   3.382                  0.0      8.706020280258727E-6     3.407                  0.0     
  7.47                  0.003270958801708272    3.4114999999999998     0.0      1.5418943335752757E-4   3.3865                 0.0      8.477685458903803E-6     3.4114999999999998     0.0     
  7.48                  0.0032450659457121103   3.416                  0.0      1.5154369621127824E-4   3.391                  0.0      8.254659823788073E-6     3.416                  0.0     
  7.49                  0.0032193090992984025   3.4205                 0.0      1.489354646102301E-4    3.3955                 0.0      8.03683750799179E-6      3.4205                 0.0     
  7.5                   0.0031936880108570853   3.425                  0.0      1.4636433839430946E-4   3.4                    0.0      7.824114340582778E-6     3.425                  0.0     
  7.51                  0.0031682024266457146   3.4295                 0.0      1.4382991973081846E-4   3.4045                 0.0      7.616387828426943E-6     3.4295                 0.0     
  7.5200000000000005    0.0031428520908045664   3.434                  0.0      1.4133181312817102E-4   3.4090000000000003     0.0      7.413557138007216E-6     3.434                  0.0     
  7.53                  0.0031176367453717383   3.4385                 0.0      1.388696254491502E-4    3.4135                 0.0      7.215523077256197E-6     3.4385                 0.0     
  7.54                  0.003092556130298221    3.443                  0.0      1.364429659236898E-4    3.418                  0.0      7.022188077406844E-6     3.443                  0.0     
  7.55                  0.0030676099834629324   3.4475                 0.0      1.340514461611818E-4    3.4225                 0.0      6.833456174865465E-6     3.4475                 0.0     
  7.5600000000000005    0.003042798040687753    3.452                  0.0      1.316946801623192E-4    3.427                  0.0      6.649232993111773E-6     3.452                  0.0     
  7.57                  0.0030181200357525095   3.4565                 0.0      1.29372284330471E-4     3.4315                 0.0      6.469425724629645E-6     3.4565                 0.0     
  7.58                  0.0029935757004099445   3.461                  0.0      1.2708387748259942E-4   3.436                  0.0      6.293943112873161E-6     3.461                  0.0     
  7.59                  0.0029691647644006624   3.4655                 0.0      1.2482908085972028E-4   3.4405                 0.0      6.122695434271782E-6     3.4655                 0.0     
  7.6000000000000005    0.0029448869554680322   3.47                   0.0      1.2260751813691003E-4   3.4450000000000003     0.0      5.955594480278487E-6     3.47                   0.0     
  7.61                  0.0029207419993731096   3.4745                 0.0      1.204188154328696E-4    3.4495                 0.0      5.7925535394652154E-6    3.4745                 0.0     
  7.62                  0.002896729619909468    3.479                  0.0      1.1826260131903711E-4   3.454                  0.0      5.633487379668423E-6     3.479                  0.0     
  7.63                  0.0028728495389180693   3.4835                 0.0      1.1613850682826826E-4   3.4585                 0.0      5.478312230189557E-6     3.4835                 0.0     
  7.640000000000001     0.0028491014763020665   3.488                  0.0      1.1404616546307647E-4   3.463                  0.0      5.326945764053066E-6     3.488                  0.0     
